document, id, folder,total_out_count,total_in_count, total_out_unique_count, total_in_unique_count
"A_63_746-en.xml","A/63/746","TOP_1000",14,17,2,5
"A_57_776-en.xml","A/57/776","TOP_1000",5,40,3,4
"A_AC105_786-en.xml","A/AC.105/786","TOP_1000",25,10,3,4
"JOURNALNO2004_216-en.xml","JOURNAL NO. 2004/216","TOP_1000",0,8,0,7
"A_AC105_891-en.xml","A/AC.105/891","TOP_1000",5,11,1,6
"A_59_534_ADD1-en.xml","A/59/534/ADD.1","TOP_1000",0,12,0,7
"A_62_521-en.xml","A/62/521","TOP_1000",5,6,3,4
"A_AC105_823-en.xml","A/AC.105/823","TOP_1000",6,7,4,3
"A_60_568-en.xml","A/60/568","TOP_1000",21,4,5,2
"ST_IC_2003_1-en.xml","ST/IC/2003/1","TOP_1000",0,33,0,7
"JOURNALNO2007_236-en.xml","JOURNAL NO.2007/236","TOP_1000",0,8,0,7
"A_62_L27-en.xml","A/62/L.27","TOP_1000",14,0,7,0
"JOURNALNO2004_244-en.xml","JOURNAL NO. 2004/244","TOP_1000",0,7,0,7
"A_55_270-en.xml","A/55/270","TOP_1000",12,7,5,2
"A_63_2SUPP-en.xml","A/63/2(SUPP)","TOP_1000",0,11,0,7
"ST_IC_2008_1-en.xml","ST/IC/2008/1","TOP_1000",0,37,0,7
"A_AC105_869-en.xml","A/AC.105/869","TOP_1000",2,21,1,6
"A_CN9_WGIII_WP61-en.xml","A/CN.9/WG.III/WP.61","TOP_1000",55,37,3,4
"A_59_503_ADD2-en.xml","A/59/503/ADD.2","TOP_1000",0,9,0,7
"A_CONF206_6-en.xml","A/CONF.206/6","TOP_1000",8,1,6,1
"S_2004_604-en.xml","S/2004/604","TOP_1000",23,8,5,2
"A_CN9_WGIV_WP103-en.xml","A/CN.9/WG.IV/WP.103","TOP_1000",2,88,1,6
"A_60_19-en.xml","A/60/19","TOP_1000",15,7,3,4
"A_55_61-en.xml","A/55/61","TOP_1000",28,0,7,0
"A_CONF191_11-en.xml","A/CONF.191/11","TOP_1000",11,0,7,0
"A_AC105_871-en.xml","A/AC.105/871","TOP_1000",5,16,1,6
"A_60_733-en.xml","A/60/733","TOP_1000",4,5,3,4
"JOURNALNO2004_208-en.xml","JOURNAL NO. 2004/208","TOP_1000",0,11,0,7
"ST_IC_2009_1-en.xml","ST/IC/2009/1","TOP_1000",0,37,0,7
"JOURNALNO2004_206-en.xml","JOURNAL NO. 2004/206","TOP_1000",0,43,0,7
"JOURNALNO2005_247-en.xml","JOURNAL NO.2005/247","TOP_1000",0,7,0,7
"JOURNALNO2005_143-en.xml","JOURNAL NO.2005/143","TOP_1000",0,7,0,7
"JOURNALNO2004_232-en.xml","JOURNAL NO. 2004/232","TOP_1000",0,7,0,7
"JOURNALNO2004_235-en.xml","JOURNAL NO. 2004/235","TOP_1000",0,8,0,7
"A_64_53-en.xml","A/64/53","TOP_1000",2,8,1,6
"S_2004_616-en.xml","S/2004/616","TOP_1000",6,1,6,1
"A_62_855-en.xml","A/62/855","TOP_1000",4,91,2,5
"A_60_585_ADD1-en.xml","A/60/585/ADD.1","TOP_1000",0,11,0,7
"E_CN4_2005_1_ADD1-en.xml","E/CN.4/2005/1/ADD.1","TOP_1000",0,8,0,7
"A_58_817-en.xml","A/58/817","TOP_1000",6,4,5,2
"JOURNALNO2005_246-en.xml","JOURNAL NO.2005/246","TOP_1000",0,8,0,7
"E_CN4_2004_1_ADD1-en.xml","E/CN.4/2004/1/ADD.1","TOP_1000",0,7,0,7
"JOURNALNO2006_245-en.xml","JOURNAL NO.2006/245","TOP_1000",0,9,0,7
"A_62_781-en.xml","A/62/781","TOP_1000",24,3,5,2
"A_62_259-en.xml","A/62/259","TOP_1000",11,1,6,1
"JOURNALNO2003_207-en.xml","JOURNAL NO. 2003/207","TOP_1000",0,13,0,7
"JOURNALNO2003_204-en.xml","JOURNAL NO. 2003/204","TOP_1000",0,10,0,7
"JOURNALNO2004_228-en.xml","JOURNAL NO. 2004/228","TOP_1000",0,7,0,7
"JOURNALNO2002_219-en.xml","JOURNAL NO. 2002/219","TOP_1000",0,7,0,7
"A_62_294-en.xml","A/62/294","TOP_1000",8,34,5,2
"E_CN4_2001_9-en.xml","E/CN.4/2001/9","TOP_1000",8,6,5,2
"JOURNALNO2002_242-en.xml","JOURNAL NO. 2002/242","TOP_1000",0,6,0,6
"JOURNALNO2002_220-en.xml","JOURNAL NO. 2002/220","TOP_1000",0,6,0,6
"S_2002_1146-en.xml","S/2002/1146","TOP_1000",5,1,5,1
"A_54_841-en.xml","A/54/841","TOP_1000",14,1,5,1
"JOURNALNO2003_217-en.xml","JOURNAL NO. 2003/217","TOP_1000",0,7,0,6
"A_AC105_890-en.xml","A/AC.105/890","TOP_1000",11,15,2,4
"JOURNALNO2004_211-en.xml","JOURNAL NO. 2004/211","TOP_1000",0,8,0,6
"APLC_CONF_2004_5-en.xml","APLC/CONF/2004/5","TOP_1000",185,0,6,0
"S_2001_1015-en.xml","S/2001/1015","TOP_1000",23,11,5,1
"A_58_508_ADD2-en.xml","A/58/508/ADD.2","TOP_1000",0,7,0,6
"JOURNALNO2002_207-en.xml","JOURNAL NO. 2002/207","TOP_1000",0,9,0,6
"JOURNALNO2002_206-en.xml","JOURNAL NO. 2002/206","TOP_1000",0,7,0,6
"TRANS_2002_1-en.xml","TRANS/2002/1","TOP_1000",0,10,0,6
"A_CN9_619-en.xml","A/CN.9/619","TOP_1000",82,9,5,1
"A_CN9_614-en.xml","A/CN.9/614","TOP_1000",34,3,5,1
"A_CONF203_18-en.xml","A/CONF.203/18","TOP_1000",0,62,0,6
"FCCC_SBI_2008_8-en.xml","FCCC/SBI/2008/8","TOP_1000",10,3,3,3
"A_63_119-en.xml","A/63/119","TOP_1000",6,6,5,1
"A_ES-10_273-en.xml","A/ES-10/273","TOP_1000",9,4,5,1
"A_55_499-en.xml","A/55/499","TOP_1000",4,8,3,3
"E_CN4_2002_1_ADD1-en.xml","E/CN.4/2002/1/ADD.1","TOP_1000",0,8,0,6
"A_AC105_826-en.xml","A/AC.105/826","TOP_1000",4,8,3,3
"A_60_463-en.xml","A/60/463","TOP_1000",3,9,2,4
"JOURNALNO2006_213-en.xml","JOURNAL NO.2006/213","TOP_1000",0,7,0,6
"A_CN4_556-en.xml","A/CN.4/556","TOP_1000",20,1,5,1
"ST_IC_2007_1-en.xml","ST/IC/2007/1","TOP_1000",0,37,0,6
"JOURNALNO2002_239-en.xml","JOURNAL NO. 2002/239","TOP_1000",0,13,0,6
"FCCC_SBSTA_2002_13-en.xml","FCCC/SBSTA/2002/13","TOP_1000",6,17,4,2
"JOURNALNO2001_209-en.xml","JOURNAL NO.2001/209","TOP_1000",0,9,0,6
"A_57_656_ADD1-en.xml","A/57/656/ADD.1","TOP_1000",0,23,0,6
"JOURNALNO2008_228-en.xml","JOURNAL NO.2008/228","TOP_1000",0,7,0,6
"A_CN4_614-en.xml","A/CN.4/614","TOP_1000",2,19,1,5
"HRI_MC_2006_3-en.xml","HRI/MC/2006/3","TOP_1000",15,0,6,0
"JOURNALNO2003_233-en.xml","JOURNAL NO. 2003/233","TOP_1000",0,8,0,6
"TD_412-en.xml","TD/412","TOP_1000",6,1,5,1
"JOURNALNO2005_205-en.xml","JOURNAL NO.2005/205","TOP_1000",0,8,0,6
"A_62_161-en.xml","A/62/161","TOP_1000",9,4,4,2
"JOURNALNO2005_203-en.xml","JOURNAL NO.2005/203","TOP_1000",0,9,0,6
"JOURNALNO2005_199-en.xml","JOURNAL NO.2005/199","TOP_1000",0,14,0,6
"JOURNALNO2003_197-en.xml","JOURNAL NO. 2003/197","TOP_1000",0,6,0,6
"JOURNALNO2003_194-en.xml","JOURNAL NO. 2003/194","TOP_1000",0,7,0,6
"JOURNALNO2003_195-en.xml","JOURNAL NO. 2003/195","TOP_1000",0,8,0,6
"JOURNALNO2003_198-en.xml","JOURNAL NO. 2003/198","TOP_1000",0,12,0,6
"JOURNALNO2003_199-en.xml","JOURNAL NO. 2003/199","TOP_1000",0,8,0,6
"JOURNALNO2005_202-en.xml","JOURNAL NO.2005/202","TOP_1000",0,10,0,6
"JOURNALNO2006_204-en.xml","JOURNAL NO.2006/204","TOP_1000",0,41,0,6
"A_56_303-en.xml","A/56/303","TOP_1000",5,4,4,2
"ST_SGB_2002_11-en.xml","ST/SGB/2002/11","TOP_1000",6,0,6,0
"E_CN4_2000_63-en.xml","E/CN.4/2000/63","TOP_1000",9,0,6,0
"A_60_980-en.xml","A/60/980","TOP_1000",4,17,3,3
"JOURNALNO2002_235-en.xml","JOURNAL NO. 2002/235","TOP_1000",0,7,0,6
"A_60_L34-en.xml","A/60/L.34","TOP_1000",18,0,6,0
"A_57_732-en.xml","A/57/732","TOP_1000",38,3,3,3
"A_AC261_IPM_10-en.xml","A/AC.261/IPM/10","TOP_1000",33,1,5,1
"JOURNALNO2003_208-en.xml","JOURNAL NO. 2003/208","TOP_1000",0,14,0,6
"A_57_488-en.xml","A/57/488","TOP_1000",6,1,5,1
"ISBA_6_A_18-en.xml","ISBA/6/A/18","TOP_1000",6,0,6,0
"JOURNALNO2003_209-en.xml","JOURNAL NO. 2003/209","TOP_1000",0,9,0,6
"A_63_430_ADD2-en.xml","A/63/430/ADD.2","TOP_1000",0,15,0,6
"JOURNALNO2004_226-en.xml","JOURNAL NO. 2004/226","TOP_1000",0,9,0,6
"A_60_93-en.xml","A/60/93","TOP_1000",5,2,4,2
"JOURNALNO2002_217-en.xml","JOURNAL NO. 2002/217","TOP_1000",0,9,0,6
"A_61_205-en.xml","A/61/205","TOP_1000",22,0,6,0
"S_2005_153-en.xml","S/2005/153","TOP_1000",6,19,3,3
"A_56_58-en.xml","A/56/58","TOP_1000",6,21,4,2
"S_2002_470-en.xml","S/2002/470","TOP_1000",5,23,4,2
"JOURNALNO2006_233-en.xml","JOURNAL NO.2006/233","TOP_1000",0,7,0,6
"A_AC261_IPM_4-en.xml","A/AC.261/IPM/4","TOP_1000",77,0,6,0
"A_C1_56_L47-en.xml","A/C.1/56/L.47","TOP_1000",9,0,6,0
"A_ES-10_L20-en.xml","A/ES-10/L.20","TOP_1000",6,1,4,1
"JOURNALNO2002_209-en.xml","JOURNAL NO. 2002/209","TOP_1000",0,8,0,5
"JOURNALNO2002_240-en.xml","JOURNAL NO. 2002/240","TOP_1000",0,6,0,5
"A_63_3_REV1SUPP-en.xml","A/63/3/REV.1(SUPP)","TOP_1000",0,6,0,5
"A_C6_61_SR14-en.xml","A/C.6/61/SR.14","TOP_1000",47,1,4,1
"JOURNALNO2006_208-en.xml","JOURNAL NO.2006/208","TOP_1000",0,7,0,5
"A_60_550-en.xml","A/60/550","TOP_1000",6,7,2,3
"JOURNALNO2002_205-en.xml","JOURNAL NO. 2002/205","TOP_1000",0,7,0,5
"JOURNALNO2003_216-en.xml","JOURNAL NO. 2003/216","TOP_1000",0,6,0,5
"JOURNALNO2003_211-en.xml","JOURNAL NO. 2003/211","TOP_1000",0,12,0,5
"S_PRST_2001_30-en.xml","S/PRST/2001/30","TOP_1000",5,0,5,0
"JOURNALNO2008_200-en.xml","JOURNAL NO.2008/200","TOP_1000",0,7,0,5
"JOURNALNO2008_208-en.xml","JOURNAL NO.2008/208","TOP_1000",0,6,0,5
"A_57_510-en.xml","A/57/510","TOP_1000",7,2,3,2
"A_AC261_3_REV1-en.xml","A/AC.261/3/REV.1","TOP_1000",0,64,0,5
"A_AC261_3_REV3-en.xml","A/AC.261/3/REV.3","TOP_1000",0,53,0,5
"E_CONF98_136-en.xml","E/CONF.98/136","TOP_1000",4,1,4,1
"ECE_TRANS_192-en.xml","ECE/TRANS/192","TOP_1000",5,3,2,3
"A_62_3-en.xml","A/62/3","TOP_1000",2,3,2,3
"A_55_507-en.xml","A/55/507","TOP_1000",6,3,4,1
"A_60_3-en.xml","A/60/3","TOP_1000",4,2,4,1
"TRANS_WP29_909-en.xml","TRANS/WP.29/909","TOP_1000",8,11,2,3
"JOURNALNO2001_203-en.xml","JOURNAL NO.2001/203","TOP_1000",0,8,0,5
"A_AC261_3_REV1_ADD1-en.xml","A/AC.261/3/REV.1/ADD.1","TOP_1000",0,99,0,5
"A_56_536-en.xml","A/56/536","TOP_1000",5,5,3,2
"JOURNALNO2006_195-en.xml","JOURNAL NO.2006/195","TOP_1000",0,6,0,5
"A_59_331-en.xml","A/59/331","TOP_1000",8,0,5,0
"JOURNALNO2008_201-en.xml","JOURNAL NO.2008/201","TOP_1000",0,6,0,5
"JOURNALNO2002_238-en.xml","JOURNAL NO. 2002/238","TOP_1000",0,5,0,5
"A_62_2SUPP-en.xml","A/62/2(SUPP)","TOP_1000",0,9,0,5
"A_62_391-en.xml","A/62/391","TOP_1000",2,5,1,4
"A_62_66_ADD2-en.xml","A/62/66/ADD.2","TOP_1000",0,44,0,5
"E_CN4_2006_56-en.xml","E/CN.4/2006/56","TOP_1000",4,1,4,1
"A_60_735-en.xml","A/60/735","TOP_1000",6,5,2,3
"S_2008_354-en.xml","S/2008/354","TOP_1000",4,1,4,1
"JOURNALNO2004_209-en.xml","JOURNAL NO. 2004/209","TOP_1000",0,9,0,5
"JOURNALNO2004_201-en.xml","JOURNAL NO. 2004/201","TOP_1000",0,7,0,5
"JOURNALNO2005_243-en.xml","JOURNAL NO.2005/243","TOP_1000",0,9,0,5
"JOURNALNO2002_231-en.xml","JOURNAL NO. 2002/231","TOP_1000",0,8,0,5
"ST_AI_2000_20-en.xml","ST/AI/2000/20","TOP_1000",20,0,5,0
"A_C2_59_3-en.xml","A/C.2/59/3","TOP_1000",5,0,5,0
"FCCC_SBSTA_2006_11-en.xml","FCCC/SBSTA/2006/11","TOP_1000",5,8,3,2
"JOURNALNO2008_236-en.xml","JOURNAL NO.2008/236","TOP_1000",0,6,0,5
"A_60_450-en.xml","A/60/450","TOP_1000",11,0,5,0
"TRANS_WP29_926-en.xml","TRANS/WP.29/926","TOP_1000",10,8,2,3
"JOURNALNO2001_210-en.xml","JOURNAL NO.2001/210","TOP_1000",0,9,0,5
"A_60_50-en.xml","A/60/50","TOP_1000",5,0,5,0
"S_2005_60-en.xml","S/2005/60","TOP_1000",4,1,4,1
"TRANS_WP29_992-en.xml","TRANS/WP.29/992","TOP_1000",9,6,3,2
"JOURNALNO2007_208-en.xml","JOURNAL NO.2007/208","TOP_1000",0,12,0,5
"A_CONF203_PM1-en.xml","A/CONF.203/PM.1","TOP_1000",16,1,4,1
"A_AC105_917-en.xml","A/AC.105/917","TOP_1000",2,8,1,4
"JOURNALNO2003_201-en.xml","JOURNAL NO. 2003/201","TOP_1000",0,6,0,5
"JOURNALNO2005_198-en.xml","JOURNAL NO.2005/198","TOP_1000",0,11,0,5
"S_2002_1299-en.xml","S/2002/1299","TOP_1000",4,5,1,4
"S_2005_699-en.xml","S/2005/699","TOP_1000",6,0,5,0
"E_CN4_2000_3-en.xml","E/CN.4/2000/3","TOP_1000",12,0,5,0
"JOURNALNO2005_245-en.xml","JOURNAL NO.2005/245","TOP_1000",0,8,0,5
"A_54_839-en.xml","A/54/839","TOP_1000",22,0,5,0
"A_AC261_3PARTII-en.xml","A/AC.261/3(PARTII)","TOP_1000",0,86,0,5
"JOURNALNO2002_223-en.xml","JOURNAL NO. 2002/223","TOP_1000",0,5,0,5
"JOURNALNO2002_227-en.xml","JOURNAL NO. 2002/227","TOP_1000",0,7,0,5
"A_AC261_IPM_13-en.xml","A/AC.261/IPM/13","TOP_1000",102,0,5,0
"A_AC261_IPM_14-en.xml","A/AC.261/IPM/14","TOP_1000",111,0,5,0
"A_55_295-en.xml","A/55/295","TOP_1000",9,0,5,0
"A_59_532_ADD1-en.xml","A/59/532/ADD.1","TOP_1000",0,16,0,5
"A_55_18-en.xml","A/55/18","TOP_1000",9,2,4,1
"JOURNALNO2008_215-en.xml","JOURNAL NO.2008/215","TOP_1000",0,6,0,5
"JOURNALNO2008_214-en.xml","JOURNAL NO.2008/214","TOP_1000",0,6,0,5
"JOURNALNO2008_199-en.xml","JOURNAL NO.2008/199","TOP_1000",0,6,0,5
"JOURNALNO2003_202-en.xml","JOURNAL NO. 2003/202","TOP_1000",0,6,0,5
"JOURNALNO2003_203-en.xml","JOURNAL NO. 2003/203","TOP_1000",0,9,0,5
"A_58_184-en.xml","A/58/184","TOP_1000",7,0,5,0
"TRANS_WP29_861-en.xml","TRANS/WP.29/861","TOP_1000",21,21,4,1
"A_58_216-en.xml","A/58/216","TOP_1000",8,0,5,0
"A_60_2SUPP-en.xml","A/60/2(SUPP)","TOP_1000",0,9,0,5
"JOURNALNO2007_210-en.xml","JOURNAL NO.2007/210","TOP_1000",0,8,0,5
"A_59_2SUPP-en.xml","A/59/2(SUPP)","TOP_1000",0,6,0,5
"A_60_509_ADD2PARTII-en.xml","A/60/509/ADD.2(PARTII)","TOP_1000",0,7,0,5
"JOURNALNO2004_223-en.xml","JOURNAL NO. 2004/223","TOP_1000",0,5,0,5
"JOURNALNO2005_210-en.xml","JOURNAL NO.2005/210","TOP_1000",0,6,0,5
"CRC_C_118-en.xml","CRC/C/118","TOP_1000",13,17,2,3
"JOURNALNO2006_197-en.xml","JOURNAL NO.2006/197","TOP_1000",0,6,0,5
"JOURNALNO2003_241-en.xml","JOURNAL NO. 2003/241","TOP_1000",0,5,0,5
"S_2004_431-en.xml","S/2004/431","TOP_1000",4,2,2,2
"E_CN4_2002_83-en.xml","E/CN.4/2002/83","TOP_1000",5,0,4,0
"FCCC_SBI_2006_11-en.xml","FCCC/SBI/2006/11","TOP_1000",5,4,1,3
"S_2003_40-en.xml","S/2003/40","TOP_1000",11,4,3,1
"E_CN4_2004_76-en.xml","E/CN.4/2004/76","TOP_1000",9,0,4,0
"E_CN4_2004_6-en.xml","E/CN.4/2004/6","TOP_1000",10,0,4,0
"CRC_C_44_3-en.xml","CRC/C/44/3","TOP_1000",0,21,0,4
"A_57_2SUPP-en.xml","A/57/2(SUPP)","TOP_1000",0,8,0,4
"A_61_L30-en.xml","A/61/L.30","TOP_1000",8,0,4,0
"A_CN9_491-en.xml","A/CN.9/491","TOP_1000",8,14,2,2
"A_CN9_573-en.xml","A/CN.9/573","TOP_1000",35,8,1,3
"JOURNALNO2001_238-en.xml","JOURNAL NO.2001/238","TOP_1000",0,4,0,4
"JOURNALNO2003_214-en.xml","JOURNAL NO. 2003/214","TOP_1000",0,6,0,4
"S_2005_662-en.xml","S/2005/662","TOP_1000",6,0,4,0
"JOURNALNO2006_199-en.xml","JOURNAL NO.2006/199","TOP_1000",0,6,0,4
"JOURNALNO2008_224-en.xml","JOURNAL NO.2008/224","TOP_1000",0,5,0,4
"FCCC_KP_AWG_2007_5-en.xml","FCCC/KP/AWG/2007/5","TOP_1000",11,12,3,1
"E_CN4_2001_66-en.xml","E/CN.4/2001/66","TOP_1000",7,0,4,0
"A_62_276-en.xml","A/62/276","TOP_1000",18,1,3,1
"A_HRC_4_1_ADD1-en.xml","A/HRC/4/1/ADD.1","TOP_1000",0,4,0,4
"A_61_122-en.xml","A/61/122","TOP_1000",9,0,4,0
"JOURNALNO2001_204-en.xml","JOURNAL NO.2001/204","TOP_1000",0,5,0,4
"E_CN4_2005_7-en.xml","E/CN.4/2005/7","TOP_1000",4,1,3,1
"A_AC105_911-en.xml","A/AC.105/911","TOP_1000",3,10,1,3
"JOURNALNO2003_226-en.xml","JOURNAL NO. 2003/226","TOP_1000",0,9,0,4
"JOURNALNO2003_227-en.xml","JOURNAL NO. 2003/227","TOP_1000",0,11,0,4
"A_C3_62_L29-en.xml","A/C.3/62/L.29","TOP_1000",86,0,4,0
"FCCC_SBSTA_2006_5-en.xml","FCCC/SBSTA/2006/5","TOP_1000",7,3,2,2
"FCCC_KP_AWG_2008_5-en.xml","FCCC/KP/AWG/2008/5","TOP_1000",5,9,1,3
"FCCC_KP_AWG_2008_3-en.xml","FCCC/KP/AWG/2008/3","TOP_1000",5,4,2,2
"S_2001_357-en.xml","S/2001/357","TOP_1000",12,1,3,1
"A_CN9_486-en.xml","A/CN.9/486","TOP_1000",18,1,3,1
"A_CN9_WGII_WP110-en.xml","A/CN.9/WG.II/WP.110","TOP_1000",19,36,3,1
"JOURNALNO2007_209-en.xml","JOURNAL NO.2007/209","TOP_1000",0,15,0,4
"A_CN9_506-en.xml","A/CN.9/506","TOP_1000",0,9,0,4
"JOURNALNO2001_240-en.xml","JOURNAL NO.2001/240","TOP_1000",0,4,0,4
"JOURNALNO2006_219-en.xml","JOURNAL NO.2006/219","TOP_1000",0,4,0,4
"A_RES_62_66-en.xml","A/RES/62/66","TOP_1000",2,4,2,2
"JOURNALNO2006_216-en.xml","JOURNAL NO.2006/216","TOP_1000",0,4,0,4
"JOURNALNO2003_205-en.xml","JOURNAL NO. 2003/205","TOP_1000",0,8,0,4
"A_56_495-en.xml","A/56/495","TOP_1000",5,0,4,0
"NPT_CONF2005_57PARTIII-en.xml","NPT/CONF.2005/57(PARTIII)","TOP_1000",0,16,0,4
"JOURNALNO2004_205-en.xml","JOURNAL NO. 2004/205","TOP_1000",0,37,0,4
"E_CN4_2003_1_ADD1-en.xml","E/CN.4/2003/1/ADD.1","TOP_1000",0,5,0,4
"S_2000_590-en.xml","S/2000/590","TOP_1000",9,1,3,1
"A_AC261_L66-en.xml","A/AC.261/L.66","TOP_1000",0,53,0,4
"A_AC261_IPM_22-en.xml","A/AC.261/IPM/22","TOP_1000",33,0,4,0
"JOURNALNO2005_57-en.xml","JOURNAL NO.2005/57","TOP_1000",0,9,0,4
"A_61_610-en.xml","A/61/610","TOP_1000",4,16,2,2
"A_60_891-en.xml","A/60/891","TOP_1000",3,2,3,1
"A_C6_58_SR19-en.xml","A/C.6/58/SR.19","TOP_1000",55,0,4,0
"JOURNALNO2005_83-en.xml","JOURNAL NO.2005/83","TOP_1000",0,24,0,4
"JOURNALNO2008_225-en.xml","JOURNAL NO.2008/225","TOP_1000",0,5,0,4
"A_C6_59_SR22-en.xml","A/C.6/59/SR.22","TOP_1000",25,0,4,0
"JOURNALNO2007_204-en.xml","JOURNAL NO.2007/204","TOP_1000",0,6,0,4
"S_2000_1195-en.xml","S/2000/1195","TOP_1000",25,0,4,0
"S_2002_30-en.xml","S/2002/30","TOP_1000",6,4,3,1
"S_2001_613-en.xml","S/2001/613","TOP_1000",15,0,4,0
"JOURNALNO2005_207-en.xml","JOURNAL NO.2005/207","TOP_1000",0,6,0,4
"JOURNALNO2005_208-en.xml","JOURNAL NO.2005/208","TOP_1000",0,6,0,4
"JOURNALNO2004_197-en.xml","JOURNAL NO. 2004/197","TOP_1000",0,6,0,4
"JOURNALNO2005_191-en.xml","JOURNAL NO.2005/191","TOP_1000",0,10,0,4
"JOURNALNO2004_199-en.xml","JOURNAL NO. 2004/199","TOP_1000",0,6,0,4
"JOURNALNO2002_193-en.xml","JOURNAL NO. 2002/193","TOP_1000",0,7,0,4
"JOURNALNO2003_193-en.xml","JOURNAL NO. 2003/193","TOP_1000",0,6,0,4
"JOURNALNO2005_206-en.xml","JOURNAL NO.2005/206","TOP_1000",0,7,0,4
"A_CN9_512-en.xml","A/CN.9/512","TOP_1000",1,6,1,3
"JOURNALNO2005_200-en.xml","JOURNAL NO.2005/200","TOP_1000",0,7,0,4
"TRANS_WP29_815-en.xml","TRANS/WP.29/815","TOP_1000",11,0,4,0
"TRANS_WP29_953-en.xml","TRANS/WP.29/953","TOP_1000",6,10,2,2
"JOURNALNO2006_202-en.xml","JOURNAL NO.2006/202","TOP_1000",0,25,0,4
"FCCC_SBI_2003_8-en.xml","FCCC/SBI/2003/8","TOP_1000",3,2,2,2
"JOURNALNO2002_236-en.xml","JOURNAL NO. 2002/236","TOP_1000",0,4,0,4
"TRANS_WP29_1016-en.xml","TRANS/WP.29/1016","TOP_1000",3,6,2,2
"ECE_TRANS_SC3_178-en.xml","ECE/TRANS/SC.3/178","TOP_1000",4,3,2,2
"E_CN4_2005_61-en.xml","E/CN.4/2005/61","TOP_1000",5,0,4,0
"JOURNALNO2002_229-en.xml","JOURNAL NO. 2002/229","TOP_1000",0,5,0,4
"S_2003_565-en.xml","S/2003/565","TOP_1000",2,14,2,2
"JOURNALNO2002_226-en.xml","JOURNAL NO. 2002/226","TOP_1000",0,4,0,4
"CCW_MSP_2004_2-en.xml","CCW/MSP/2004/2","TOP_1000",9,8,2,2
"A_57_556_ADD2-en.xml","A/57/556/ADD.2","TOP_1000",0,9,0,4
"DP_2005_2-en.xml","DP/2005/2","TOP_1000",3,1,3,1
"S_2006_814-en.xml","S/2006/814","TOP_1000",6,0,4,0
"S_2006_815-en.xml","S/2006/815","TOP_1000",6,0,4,0
"JOURNALNO2008_218-en.xml","JOURNAL NO.2008/218","TOP_1000",0,5,0,4
"JOURNALNO2008_213-en.xml","JOURNAL NO.2008/213","TOP_1000",0,6,0,4
"A_58_214-en.xml","A/58/214","TOP_1000",12,0,4,0
"JOURNALNO2007_212-en.xml","JOURNAL NO.2007/212","TOP_1000",0,6,0,4
"JOURNALNO2007_211-en.xml","JOURNAL NO.2007/211","TOP_1000",0,5,0,4
"A_59_459-en.xml","A/59/459","TOP_1000",3,5,2,2
"TRANS_SC3_153-en.xml","TRANS/SC.3/153","TOP_1000",6,3,2,2
"JOURNALNO2004_222-en.xml","JOURNAL NO. 2004/222","TOP_1000",0,6,0,4
"JOURNALNO2004_224-en.xml","JOURNAL NO. 2004/224","TOP_1000",0,5,0,4
"S_PRST_2000_21-en.xml","S/PRST/2000/21","TOP_1000",5,3,2,2
"JOURNALNO2002_215-en.xml","JOURNAL NO. 2002/215","TOP_1000",0,5,0,4
"CRC_C_114-en.xml","CRC/C/114","TOP_1000",5,15,1,3
"CRC_C_111-en.xml","CRC/C/111","TOP_1000",16,0,4,0
"A_C6_62_SR21-en.xml","A/C.6/62/SR.21","TOP_1000",35,4,3,1
"A_CN9_WGII_WP147-en.xml","A/CN.9/WG.II/WP.147","TOP_1000",3,100,1,3
"JOURNALNO2008_212-en.xml","JOURNAL NO.2008/212","TOP_1000",0,5,0,4
"JOURNALNO2003_206-en.xml","JOURNAL NO. 2003/206","TOP_1000",0,6,0,4
"A_55_74-en.xml","A/55/74","TOP_1000",5,0,4,0
"JOURNALNO2007_221-en.xml","JOURNAL NO.2007/221","TOP_1000",0,19,0,3
"E_CN4_2005_80_ADD1-en.xml","E/CN.4/2005/80/ADD.1","TOP_1000",0,4,0,3
"A_AC105_850-en.xml","A/AC.105/850","TOP_1000",10,2,2,1
"JOURNALNO2002_221-en.xml","JOURNAL NO. 2002/221","TOP_1000",0,4,0,3
"A_AC265_2004_5-en.xml","A/AC.265/2004/5","TOP_1000",4,0,3,0
"JOURNALNO2003_246_ADD1-en.xml","JOURNAL NO. 2003/246/ADD.1","TOP_1000",0,6,0,3
"A_58_705-en.xml","A/58/705","TOP_1000",13,2,2,1
"E_CN4_2001_52-en.xml","E/CN.4/2001/52","TOP_1000",5,0,3,0
"S_2005_15-en.xml","S/2005/15","TOP_1000",1,7,1,2
"JOURNALNO2001_231-en.xml","JOURNAL NO.2001/231","TOP_1000",0,5,0,3
"JOURNALNO2001_239-en.xml","JOURNAL NO.2001/239","TOP_1000",0,5,0,3
"ECE_CPTEIA_2-en.xml","ECE/CP.TEIA/2","TOP_1000",8,9,1,2
"JOURNALNO2003_219-en.xml","JOURNAL NO. 2003/219","TOP_1000",0,4,0,3
"A_56_645-en.xml","A/56/645","TOP_1000",2,1,2,1
"JOURNALNO2008_207-en.xml","JOURNAL NO.2008/207","TOP_1000",0,4,0,3
"A_58_124-en.xml","A/58/124","TOP_1000",3,0,3,0
"JOURNALNO2006_196-en.xml","JOURNAL NO.2006/196","TOP_1000",0,6,0,3
"JOURNALNO2002_203-en.xml","JOURNAL NO. 2002/203","TOP_1000",0,5,0,3
