source,target,value
"JOURNAL NO. 2003/205","A/C.1/58/L.37",1
"JOURNAL NO. 2003/205","A/C.1/58/L.39",1
"JOURNAL NO. 2003/205","A/C.1/58/L.4",1
"JOURNAL NO. 2003/205","A/C.1/58/L.40",1
"JOURNAL NO. 2003/205","A/C.1/58/L.41",1
"JOURNAL NO. 2003/205","A/C.1/58/L.42",1
"JOURNAL NO. 2003/205","A/C.1/58/L.44",1
"JOURNAL NO. 2003/205","A/C.1/58/L.47",1
"JOURNAL NO. 2003/205","A/C.1/58/L.54",1
"JOURNAL NO. 2003/205","A/C.1/58/L.55",1
"JOURNAL NO. 2003/205","A/C.1/58/L.57",1
"JOURNAL NO. 2003/205","A/C.1/58/L.58",1
"JOURNAL NO. 2003/205","A/C.2/58/L.2",1
"JOURNAL NO. 2003/205","A/C.2/58/L.3",1
"JOURNAL NO. 2003/205","A/C.2/58/L.4",1
"JOURNAL NO. 2003/205","A/C.3/58/L.14",1
"JOURNAL NO. 2003/205","A/C.3/58/L.15",1
"JOURNAL NO. 2003/205","A/C.3/58/L.18",1
"JOURNAL NO. 2003/205","A/C.3/58/L.3",1
"JOURNAL NO. 2003/205","A/C.3/58/L.4",1
"JOURNAL NO. 2003/205","A/C.3/58/L.5",1
"JOURNAL NO. 2003/205","A/C.3/58/L.6",1
"JOURNAL NO. 2003/205","A/C.3/58/L.7",1
"JOURNAL NO. 2003/205","A/C.4/58/INF/2",1
"JOURNAL NO. 2003/205","A/C.4/58/L.8.",1
"JOURNAL NO. 2003/205","A/C.5/57/35",1
"JOURNAL NO. 2003/205","A/C.5/57/36",1
"JOURNAL NO. 2003/205","A/C.5/58/L.10",1
"JOURNAL NO. 2003/205","A/C.5/58/L.3",1
"JOURNAL NO. 2003/205","A/C.5/58/L.4",1
"JOURNAL NO. 2003/205","A/C.5/58/L.5",1
"JOURNAL NO. 2003/205","A/C.5/58/L.6",1
"JOURNAL NO. 2003/205","A/C.5/58/L.7",1
"JOURNAL NO. 2003/205","A/C.5/58/L.8",1
"JOURNAL NO. 2003/205","A/C.5/58/L.9",1
"JOURNAL NO. 2003/205","A/C.6/58/L.14",1
"JOURNAL NO. 2003/205","A/C.6/58/L.17",1
"JOURNAL NO. 2003/205","A/C.6/58/L.17.",1
"JOURNAL NO. 2003/205","A/CONF.202/31",1
"JOURNAL NO. 2003/205","A/ES-10/L.15",1
"JOURNAL NO. 2003/205","C.1/58/2",1
"JOURNAL NO. 2003/205","C.1/58/3",1
"JOURNAL NO. 2003/205","CEDAW/C/WSM/1-3",1
"JOURNAL NO. 2003/205","DP/2003/29",1
"JOURNAL NO. 2003/205","E/2003/104",1
"JOURNAL NO. 2003/205","E/2003/1051",1
"JOURNAL NO. 2003/205","E/2003/15/Add.2",1
"JOURNAL NO. 2003/205","E/2003/42",1
"JOURNAL NO. 2003/205","E/2003/L.3/Add.12",1
"JOURNAL NO. 2003/205","E/2003/L.3/Add.13",1
"JOURNAL NO. 2003/205","S/2003/1023",1
"JOURNAL NO. 2003/205","S/2003/1025",1
"JOURNAL NO. 2003/205","S/2003/1026",1
"JOURNAL NO. 2003/205","S/2003/1028",1
"JOURNAL NO. 2003/205","S/2003/996",1
"JOURNAL NO. 2003/205","ST/IC/2003/55.",1
"A/62/2(SUPP)","S/2006/650",7
"A/62/2(SUPP)","S/PRST/",7
"A/62/2(SUPP)","S/2006/816",6
"A/62/2(SUPP)","S/2006/959",6
"A/62/2(SUPP)","S/2006/853",5
"A/62/2(SUPP)","S/2006/718",4
"A/62/2(SUPP)","S/2006/780",4
"A/62/2(SUPP)","S/2006/949",4
"A/62/2(SUPP)","S/2007/279",4
"A/62/2(SUPP)","S/2004/797",3
"A/62/2(SUPP)","S/2004/858",3
"A/62/2(SUPP)","S/2006/814",3
"A/62/2(SUPP)","S/2006/815",3
"A/62/2(SUPP)","S/2006/997",3
"A/62/2(SUPP)","S/2007/232",3
"A/62/2(SUPP)","S/2007/294",3
"A/62/2(SUPP)","S/2007/358",3
"A/62/2(SUPP)","60/1",2
"A/62/2(SUPP)","A/62/2",2
"A/62/2(SUPP)","S/2006/1005",2
"A/62/2(SUPP)","S/2006/591",2
"A/62/2(SUPP)","S/2006/728",2
"A/62/2(SUPP)","S/2006/761",2
"A/62/2(SUPP)","S/2006/778",2
"A/62/2(SUPP)","S/2006/783",2
"A/62/2(SUPP)","S/2006/790",2
"A/62/2(SUPP)","S/2006/795",2
"A/62/2(SUPP)","S/2006/853.",2
"A/62/2(SUPP)","S/2006/897",2
"A/62/2(SUPP)","S/2006/913",2
"A/62/2(SUPP)","S/2006/948",2
"A/62/2(SUPP)","S/2006/964",2
"A/62/2(SUPP)","S/2006/974",2
"A/62/2(SUPP)","S/2006/976",2
"A/62/2(SUPP)","S/2006/989",2
"A/62/2(SUPP)","S/2007/147",2
"A/62/2(SUPP)","S/2007/179",2
"A/62/2(SUPP)","S/2007/280",2
"A/62/2(SUPP)","S/2007/296",2
"A/62/2(SUPP)","S/2007/321",2
"A/62/2(SUPP)","S/2007/337",2
"A/62/2(SUPP)","S/2007/349",2
"A/62/2(SUPP)","S/2007/392",2
"A/62/2(SUPP)","S/2007/393",2
"A/62/2(SUPP)","S/2007/40",2
"A/62/2(SUPP)","S/2007/423",2
"A/62/2(SUPP)","S/PRST/2006/36",2
"A/62/2(SUPP)","S/PRST/2006/37",2
"A/62/2(SUPP)","S/PRST/2006/38",2
"A/62/2(SUPP)","S/PRST/2006/40",2
"A/62/2(SUPP)","S/PRST/2006/42",2
"A/62/2(SUPP)","S/PRST/2006/43",2
"A/62/2(SUPP)","S/PRST/2006/44",2
"A/62/2(SUPP)","S/PRST/2006/50",2
"A/62/2(SUPP)","S/PRST/2006/53",2
"A/62/2(SUPP)","S/PRST/2006/55",2
"A/62/2(SUPP)","S/PRST/2006/56",2
"A/62/2(SUPP)","S/PRST/2006/57",2
"A/62/2(SUPP)","S/PRST/2006/58",2
"A/62/2(SUPP)","S/PRST/2006/59",2
"A/62/2(SUPP)","S/PRST/2007/10",2
"A/62/2(SUPP)","S/PRST/2007/11",2
"A/62/2(SUPP)","S/PRST/2007/12",2
"A/62/2(SUPP)","S/PRST/2007/15",2
"A/62/2(SUPP)","S/PRST/2007/17",2
"A/62/2(SUPP)","S/PRST/2007/18",2
"A/62/2(SUPP)","S/PRST/2007/19",2
"A/62/2(SUPP)","S/PRST/2007/2",2
"A/62/2(SUPP)","S/PRST/2007/21",2
"A/62/2(SUPP)","S/PRST/2007/25",2
"A/62/2(SUPP)","S/PRST/2007/26",2
"A/62/2(SUPP)","S/PRST/2007/5",2
"A/62/2(SUPP)","S/PRST/2007/6",2
"A/62/2(SUPP)","S/PRST/2007/8",2
"A/62/2(SUPP)","S/PRST/2007/9",2
"A/62/2(SUPP)","1267/consolist.shtml.",1
"A/62/2(SUPP)","1518/index.shtml.",1
"A/62/2(SUPP)","1521/",1
"A/62/2(SUPP)","1540/index.html.",1
"A/62/2(SUPP)","1591/index.shtml.",1
"A/62/2(SUPP)","1636/index.shtml.",1
"A/62/2(SUPP)","1718/index.shtml.",1
"A/62/2(SUPP)","1737/",1
"A/62/2(SUPP)","2006/45",1
"A/62/2(SUPP)","2006/46",1
"A/62/2(SUPP)","2006/51",1
"A/62/2(SUPP)","2006/52",1
"A/62/2(SUPP)","2007/23",1
"A/62/2(SUPP)","2007/28",1
"A/62/2(SUPP)","2007/3",1
"A/62/2(SUPP)","60/288",1
"A/62/2(SUPP)","S/",1
"A/62/2(SUPP)","S/2006/10/Add.31-51",1
"A/62/2(SUPP)","S/2006/1008",1
"A/62/2(SUPP)","S/2006/1015",1
"A/62/2(SUPP)","S/2006/1017",1
"A/62/2(SUPP)","S/2006/1024",1
"A/62/2(SUPP)","S/2006/1027",1
"A/62/2(SUPP)","S/2006/1032",1
"A/62/2(SUPP)","S/2006/1034",1
"A/62/2(SUPP)","S/2006/1043",1
"A/62/2(SUPP)","S/2006/1044",1
"A/62/2(SUPP)","S/2006/1045",1
"A/62/2(SUPP)","S/2006/1046",1
"A/62/2(SUPP)","S/2006/1047",1
"A/62/2(SUPP)","S/2006/1049",1
"A/62/2(SUPP)","S/2006/229",1
"A/62/2(SUPP)","S/2006/481",1
"A/62/2(SUPP)","S/2006/507",1
"A/62/2(SUPP)","S/2006/607",1
"A/62/2(SUPP)","S/2006/642",1
"A/62/2(SUPP)","S/2006/666",1
"A/62/2(SUPP)","S/2006/670",1
"A/62/2(SUPP)","S/2006/671",1
"A/62/2(SUPP)","S/2006/674",1
"A/62/2(SUPP)","S/2006/688",1
"A/62/2(SUPP)","S/2006/689",1
"A/62/2(SUPP)","S/2006/695",1
"A/62/2(SUPP)","S/2006/701",1
"A/62/2(SUPP)","S/2006/707",1
"A/62/2(SUPP)","S/2006/730",1
"A/62/2(SUPP)","S/2006/735",1
"A/62/2(SUPP)","S/2006/737",1
"A/62/2(SUPP)","S/2006/741",1
"A/62/2(SUPP)","S/2006/745",1
"A/62/2(SUPP)","S/2006/749",1
"A/62/2(SUPP)","S/2006/750",1
"A/62/2(SUPP)","S/2006/759",1
"A/62/2(SUPP)","S/2006/766",1
"A/62/2(SUPP)","S/2006/770",1
"A/62/2(SUPP)","S/2006/771",1
"A/62/2(SUPP)","S/2006/781",1
"A/62/2(SUPP)","S/2006/787",1
"A/62/2(SUPP)","S/2006/791",1
"A/62/2(SUPP)","S/2006/794",1
"A/62/2(SUPP)","S/2006/796",1
"A/62/2(SUPP)","S/2006/810",1
"A/62/2(SUPP)","S/2006/817",1
"A/62/2(SUPP)","S/2006/819",1
"A/62/2(SUPP)","S/2006/821",1
"A/62/2(SUPP)","S/2006/828",1
"A/62/2(SUPP)","S/2006/832",1
"A/62/2(SUPP)","S/2006/834",1
"A/62/2(SUPP)","S/2006/841",1
"A/62/2(SUPP)","S/2006/842",1
"A/62/2(SUPP)","S/2006/853/Corr.1",1
"A/62/2(SUPP)","S/2006/859",1
"A/62/2(SUPP)","S/2006/878",1
"A/62/2(SUPP)","S/2006/881",1
"A/62/2(SUPP)","S/2006/884",1
"A/62/2(SUPP)","S/2006/893",1
"A/62/2(SUPP)","S/2006/898",1
"A/62/2(SUPP)","S/2006/906",1
"A/62/2(SUPP)","S/2006/907",1
"A/62/2(SUPP)","S/2006/908",1
"A/62/2(SUPP)","S/2006/911",1
"A/62/2(SUPP)","S/2006/912",1
"A/62/2(SUPP)","S/2006/915",1
"A/62/2(SUPP)","S/2006/920",1
"A/62/2(SUPP)","S/2006/922",1
"A/62/2(SUPP)","S/2006/928",1
"A/62/2(SUPP)","S/2006/932",1
"A/62/2(SUPP)","S/2006/933",1
"A/62/2(SUPP)","S/2006/935",1
"A/62/2(SUPP)","S/2006/939",1
"A/62/2(SUPP)","S/2006/946",1
"A/62/2(SUPP)","S/2006/952",1
"A/62/2(SUPP)","S/2006/953",1
"A/62/2(SUPP)","S/2006/955",1
"A/62/2(SUPP)","S/2006/956",1
"A/62/2(SUPP)","S/2006/958",1
"A/62/2(SUPP)","S/2006/966",1
"A/62/2(SUPP)","S/2006/967",1
"A/62/2(SUPP)","S/2006/968",1
"A/62/2(SUPP)","S/2006/972",1
"A/62/2(SUPP)","S/2006/975",1
"A/62/2(SUPP)","S/2006/980",1
"A/62/2(SUPP)","S/2006/983",1
"A/62/2(SUPP)","S/2006/985",1
"A/62/2(SUPP)","S/2006/992",1
"A/62/2(SUPP)","S/2007/10",1
"A/62/2(SUPP)","S/2007/100",1
"A/62/2(SUPP)","S/2007/105",1
"A/62/2(SUPP)","S/2007/106",1
"A/62/2(SUPP)","S/2007/110",1
"A/62/2(SUPP)","S/2007/112",1
"A/62/2(SUPP)","S/2007/113",1
"A/62/2(SUPP)","S/2007/117",1
"A/62/2(SUPP)","S/2007/128",1
"A/62/2(SUPP)","S/2007/132",1
"A/62/2(SUPP)","S/2007/134",1
"A/62/2(SUPP)","S/2007/143",1
"A/62/2(SUPP)","S/2007/15",1
"A/62/2(SUPP)","S/2007/151",1
"A/62/2(SUPP)","S/2007/156",1
"A/62/2(SUPP)","S/2007/158",1
"A/62/2(SUPP)","S/2007/168/Add.1",1
"A/62/2(SUPP)","S/2007/180",1
"A/62/2(SUPP)","S/2007/182",1
"A/62/2(SUPP)","S/2007/184",1
"A/62/2(SUPP)","S/2007/186",1
"A/62/2(SUPP)","S/2007/191",1
"A/62/2(SUPP)","S/2007/197",1
"A/62/2(SUPP)","S/2007/20",1
"A/62/2(SUPP)","S/2007/202",1
"A/62/2(SUPP)","S/2007/213",1
"A/62/2(SUPP)","S/2007/215",1
"A/62/2(SUPP)","S/2007/229",1
"A/62/2(SUPP)","S/2007/234",1
"A/62/2(SUPP)","S/2007/253",1
"A/62/2(SUPP)","S/2007/254",1
"A/62/2(SUPP)","S/2007/256",1
"A/62/2(SUPP)","S/2007/257",1
"A/62/2(SUPP)","S/2007/261",1
"A/62/2(SUPP)","S/2007/274",1
"A/62/2(SUPP)","S/2007/275",1
"A/62/2(SUPP)","S/2007/28",1
"A/62/2(SUPP)","S/2007/283",1
"A/62/2(SUPP)","S/2007/297",1
"A/62/2(SUPP)","S/2007/307/Rev.1",1
"A/62/2(SUPP)","S/2007/314",1
"A/62/2(SUPP)","S/2007/327",1
"A/62/2(SUPP)","S/2007/328",1
"A/62/2(SUPP)","S/2007/335",1
"A/62/2(SUPP)","S/2007/339",1
"A/62/2(SUPP)","S/2007/340",1
"A/62/2(SUPP)","S/2007/340.",1
"A/62/2(SUPP)","S/2007/342",1
"A/62/2(SUPP)","S/2007/354",1
"A/62/2(SUPP)","S/2007/355",1
"A/62/2(SUPP)","S/2007/378",1
"A/62/2(SUPP)","S/2007/379",1
"A/62/2(SUPP)","S/2007/382",1
"A/62/2(SUPP)","S/2007/384",1
"A/62/2(SUPP)","S/2007/385",1
"A/62/2(SUPP)","S/2007/395",1
"A/62/2(SUPP)","S/2007/398",1
"A/62/2(SUPP)","S/2007/401",1
"A/62/2(SUPP)","S/2007/410",1
"A/62/2(SUPP)","S/2007/415",1
"A/62/2(SUPP)","S/2007/421",1
"A/62/2(SUPP)","S/2007/422",1
"A/62/2(SUPP)","S/2007/428",1
"A/62/2(SUPP)","S/2007/432",1
"A/62/2(SUPP)","S/2007/434",1
"A/62/2(SUPP)","S/2007/436",1
"A/62/2(SUPP)","S/2007/439",1
"A/62/2(SUPP)","S/2007/440",1
"A/62/2(SUPP)","S/2007/441",1
"A/62/2(SUPP)","S/2007/442",1
"A/62/2(SUPP)","S/2007/452",1
"A/62/2(SUPP)","S/2007/454",1
"A/62/2(SUPP)","S/2007/455",1
"A/62/2(SUPP)","S/2007/51",1
"A/62/2(SUPP)","S/2007/538",1
"A/62/2(SUPP)","S/2007/59",1
"A/62/2(SUPP)","S/2007/7",1
"A/62/2(SUPP)","S/2007/73",1
"A/62/2(SUPP)","S/2007/78",1
"A/62/2(SUPP)","S/2007/97",1
"A/62/2(SUPP)","S/PRST/2005/64",1
"A/62/2(SUPP)","S/PRST/2006/28",1
"A/62/2(SUPP)","S/PRST/2006/31",1
"A/62/2(SUPP)","S/PRST/2006/39",1
"A/62/2(SUPP)","S/PRST/2006/41",1
"A/62/2(SUPP)","S/PRST/2006/45",1
"A/62/2(SUPP)","S/PRST/2006/46",1
"A/62/2(SUPP)","S/PRST/2006/47",1
"A/62/2(SUPP)","S/PRST/2006/48",1
"A/62/2(SUPP)","S/PRST/2006/49",1
"A/62/2(SUPP)","S/PRST/2006/51",1
"A/62/2(SUPP)","S/PRST/2006/52",1
"A/62/2(SUPP)","S/PRST/2006/54",1
"A/62/2(SUPP)","S/PRST/2007/",1
"A/62/2(SUPP)","S/PRST/2007/1",1
"A/62/2(SUPP)","S/PRST/2007/13",1
"A/62/2(SUPP)","S/PRST/2007/14",1
"A/62/2(SUPP)","S/PRST/2007/16",1
"A/62/2(SUPP)","S/PRST/2007/20",1
"A/62/2(SUPP)","S/PRST/2007/22",1
"A/62/2(SUPP)","S/PRST/2007/24",1
"A/62/2(SUPP)","S/PRST/2007/27",1
"A/62/2(SUPP)","S/PRST/2007/28",1
"A/62/2(SUPP)","S/PRST/2007/4",1
"A/62/2(SUPP)","S/PRST/2007/7",1
"A/62/2(SUPP)","S/PV.5506",1
"A/62/2(SUPP)","S/PV.5517",1
"A/62/2(SUPP)","S/PV.5526",1
"A/62/2(SUPP)","S/PV.5527",1
"A/62/2(SUPP)","S/PV.5531",1
"A/62/2(SUPP)","S/PV.5534",1
"A/62/2(SUPP)","S/PV.5535",1
"A/62/2(SUPP)","S/PV.5536",1
"A/62/2(SUPP)","S/PV.5537",1
"A/62/2(SUPP)","S/PV.5538",1
"A/62/2(SUPP)","S/PV.5544",1
"A/62/2(SUPP)","S/PV.5548",1
"A/62/2(SUPP)","S/PV.5553",1
"A/62/2(SUPP)","S/PV.5582",1
"A/62/2(SUPP)","S/PV.5585",1
"A/62/2(SUPP)","S/PV.5587",1
"A/62/2(SUPP)","S/PV.5590",1
"A/62/2(SUPP)","S/PV.5620",1
"A/62/2(SUPP)","S/PV.5623",1
"A/62/2(SUPP)","S/PV.5625",1
"A/62/2(SUPP)","S/PV.5640",1
"A/62/2(SUPP)","S/PV.5643",1
"A/62/2(SUPP)","S/PV.5654",1
"A/62/2(SUPP)","S/PV.5656",1
"A/62/2(SUPP)","S/PV.5657",1
"A/62/2(SUPP)","S/PV.5658",1
"A/62/2(SUPP)","S/PV.5665",1
"A/62/2(SUPP)","S/PV.5666",1
"A/62/2(SUPP)","S/PV.5679",1
"A/62/2(SUPP)","S/PV.5680",1
"A/62/2(SUPP)","S/PV.5688",1
"A/62/2(SUPP)","S/PV.5689",1
"A/62/2(SUPP)","S/PV.5692",1
"A/62/2(SUPP)","S/PV.5707",1
"A/62/2(SUPP)","S/PV.5715",1
"A/62/2(SUPP)","S/PV.5722",1
"A/62/2(SUPP)","S/PV.5724",1
"A/62/2(SUPP)","UN/Default.asp.",1
"TD/386","IMF/World",2
"TD/386","54/249",1
"TD/386","JITAP/UNCTAD/WTO",1
"TD/386","JITAP/UNCTAD/WTO/ITC",1
"TD/386","TD/B/WP/120",1
"TD/386","WTO/GATS.",1
"S/INF/63","S/2008/347",7
"S/INF/63","S/2008/460",7
"S/INF/63","S/2007/754",6
"S/INF/63","60/1.",4
"S/INF/63","S/2007/679",4
"S/INF/63","HIV/AIDS",3
"S/INF/63","S/2006/103",3
"S/INF/63","S/2006/920",3
"S/INF/63","S/2008/178",3
"S/INF/63","A/63/53",2
"S/INF/63","GOV/2006/14",2
"S/INF/63","S/2005/78",2
"S/INF/63","S/2007/144",2
"S/INF/63","S/2007/421",2
"S/INF/63","S/2007/488",2
"S/INF/63","S/2007/513",2
"S/INF/63","S/2007/523",2
"S/INF/63","S/2007/611",2
"S/INF/63","S/2007/623",2
"S/INF/63","S/2007/671",2
"S/INF/63","S/2007/682",2
"S/INF/63","S/2007/689",2
"S/INF/63","S/2007/699",2
"S/INF/63","S/2007/704",2
"S/INF/63","S/2007/711",2
"S/INF/63","S/2007/720",2
"S/INF/63","S/2007/759",2
"S/INF/63","S/2007/782",2
"S/INF/63","S/2008/159",2
"S/INF/63","S/2008/226",2
"S/INF/63","S/2008/251",2
"S/INF/63","S/2008/26",2
"S/INF/63","S/2008/353",2
"S/INF/63","S/2008/383",2
"S/INF/63","S/2008/39",2
"S/INF/63","S/2008/40",2
"S/INF/63","S/2008/407",2
"S/INF/63","S/2008/434",2
"S/INF/63","S/2008/454",2
"S/INF/63","S/2008/84",2
"S/INF/63","./E.",1
"S/INF/63","2005/232.",1
"S/INF/63","59/47",1
"S/INF/63","60/1",1
"S/INF/63","60/180.",1
"S/INF/63","60/288.",1
"S/INF/63","60/42",1
"S/INF/63","61/133",1
"S/INF/63","61/232",1
"S/INF/63","7/35.",1
"S/INF/63","7300/9",1
"S/INF/63","A/45/594",1
"S/INF/63","A/60/733",1
"S/INF/63","A/61/630",1
"S/INF/63","A/62/910",1
"S/INF/63","E/2005/27",1
"S/INF/63","GOV/2007/22",1
"S/INF/63","GOV/2007/48",1
"S/INF/63","INFCIRC/254/Rev.7",1
"S/INF/63","PBC/1/BDI/4",1
"S/INF/63","S-20/2",1
"S/INF/63","S-23/2",1
"S/INF/63","S-23/3",1
"S/INF/63","S-5/1",1
"S/INF/63","S/1994/583",1
"S/INF/63","S/1995/1021",1
"S/INF/63","S/1996/1012",1
"S/INF/63","S/1997/979",1
"S/INF/63","S/2000/1183",1
"S/INF/63","S/2000/601",1
"S/INF/63","S/2002/1416",1
"S/INF/63","S/2002/423",1
"S/INF/63","S/2003/1035.",1
"S/INF/63","S/2003/223",1
"S/INF/63","S/2003/641",1
"S/INF/63","S/2003/818",1
"S/INF/63","S/2003/819",1
"S/INF/63","S/2003/824",1
"S/INF/63","S/2004/567",1
"S/INF/63","S/2004/915",1
"S/INF/63","S/2004/916.",1
"S/INF/63","S/2005/636",1
"S/INF/63","S/2006/105",1
"S/INF/63","S/2006/106",1
"S/INF/63","S/2006/429/Add.1.",1
"S/INF/63","S/2006/521",1
"S/INF/63","S/2006/598",1
"S/INF/63","S/2006/726",1
"S/INF/63","S/2006/80",1
"S/INF/63","S/2006/814",1
"S/INF/63","S/2006/815",1
"S/INF/63","S/2006/822",1
"S/INF/63","S/2006/90",1
"S/INF/63","S/2006/992",1
"S/INF/63","S/2007/111",1
"S/INF/63","S/2007/206",1
"S/INF/63","S/2007/210",1
"S/INF/63","S/2007/303",1
"S/INF/63","S/2007/349",1
"S/INF/63","S/2007/381",1
"S/INF/63","S/2007/382",1
"S/INF/63","S/2007/386",1
"S/INF/63","S/2007/392",1
"S/INF/63","S/2007/396",1
"S/INF/63","S/2007/423",1
"S/INF/63","S/2007/444",1
"S/INF/63","S/2007/458",1
"S/INF/63","S/2007/470",1
"S/INF/63","S/2007/479",1
"S/INF/63","S/2007/481",1
"S/INF/63","S/2007/496",1
"S/INF/63","S/2007/499",1
"S/INF/63","S/2007/503",1
"S/INF/63","S/2007/514",1
"S/INF/63","S/2007/538",1
"S/INF/63","S/2007/539",1
"S/INF/63","S/2007/540",1
"S/INF/63","S/2007/551",1
"S/INF/63","S/2007/552",1
"S/INF/63","S/2007/555",1
"S/INF/63","S/2007/560",1
"S/INF/63","S/2007/564",1
"S/INF/63","S/2007/567",1
"S/INF/63","S/2007/576",1
"S/INF/63","S/2007/584",1
"S/INF/63","S/2007/588",1
"S/INF/63","S/2007/590",1
"S/INF/63","S/2007/593",1
"S/INF/63","S/2007/598",1
"S/INF/63","S/2007/608",1
"S/INF/63","S/2007/619",1
"S/INF/63","S/2007/624",1
"S/INF/63","S/2007/640",1
"S/INF/63","S/2007/643",1
"S/INF/63","S/2007/645",1
"S/INF/63","S/2007/647",1
"S/INF/63","S/2007/651",1
"S/INF/63","S/2007/653",1
"S/INF/63","S/2007/659",1
"S/INF/63","S/2007/663",1
"S/INF/63","S/2007/676",1
"S/INF/63","S/2007/678",1
"S/INF/63","S/2007/684",1
"S/INF/63","S/2007/694",1
"S/INF/63","S/2007/698",1
"S/INF/63","S/2007/722",1
"S/INF/63","S/2007/744",1
"S/INF/63","S/2007/757",1
"S/INF/63","S/2007/768",1
"S/INF/63","S/2007/789",1
"S/INF/63","S/2007/92",1
"S/INF/63","S/2007/93",1
"S/INF/63","S/2008/1",1
"S/INF/63","S/2008/103",1
"S/INF/63","S/2008/104",1
"S/INF/63","S/2008/128",1
"S/INF/63","S/2008/135",1
"S/INF/63","S/2008/142",1
"S/INF/63","S/2008/143",1
"S/INF/63","S/2008/162",1
"S/INF/63","S/2008/18",1
"S/INF/63","S/2008/181",1
"S/INF/63","S/2008/183",1
"S/INF/63","S/2008/184",1
"S/INF/63","S/2008/186",1
"S/INF/63","S/2008/19",1
"S/INF/63","S/2008/196",1
"S/INF/63","S/2008/202",1
"S/INF/63","S/2008/210",1
"S/INF/63","S/2008/219",1
"S/INF/63","S/2008/229",1
"S/INF/63","S/2008/249",1
"S/INF/63","S/2008/250",1
"S/INF/63","S/2008/258",1
"S/INF/63","S/2008/266",1
"S/INF/63","S/2008/267",1
"S/INF/63","S/2008/274",1
"S/INF/63","S/2008/281",1
"S/INF/63","S/2008/291",1
"S/INF/63","S/2008/300",1
"S/INF/63","S/2008/304",1
"S/INF/63","S/2008/309",1
"S/INF/63","S/2008/31",1
"S/INF/63","S/2008/32",1
"S/INF/63","S/2008/322",1
"S/INF/63","S/2008/326",1
"S/INF/63","S/2008/330",1
"S/INF/63","S/2008/334",1
"S/INF/63","S/2008/335",1
"S/INF/63","S/2008/350",1
"S/INF/63","S/2008/354",1
"S/INF/63","S/2008/364",1
"S/INF/63","S/2008/371",1
"S/INF/63","S/2008/387",1
"S/INF/63","S/2008/390",1
"S/INF/63","S/2008/395",1
"S/INF/63","S/2008/43",1
"S/INF/63","S/2008/436",1
"S/INF/63","S/2008/442",1
"S/INF/63","S/2008/443",1
"S/INF/63","S/2008/447.",1
"S/INF/63","S/2008/451",1
"S/INF/63","S/2008/455",1
"S/INF/63","S/2008/458",1
"S/INF/63","S/2008/466",1
"S/INF/63","S/2008/473",1
"S/INF/63","S/2008/476",1
"S/INF/63","S/2008/481",1
"S/INF/63","S/2008/5",1
"S/INF/63","S/2008/51",1
"S/INF/63","S/2008/64",1
"S/INF/63","S/2008/80",1
"S/INF/63","S/2008/88",1
"S/INF/63","S/2008/98",1
"S/INF/63","S/23306",1
"S/INF/63","S/23307",1
"S/INF/63","S/23308",1
"S/INF/63","S/23309",1
"S/INF/63","S/23317",1
"S/INF/63","S/AC.51/2008/5",1
"S/INF/63","S/PV.5728-5947",1
"S/INF/63","S/PV.5855",1
"S/INF/63","S/PV.5936",1
"A/60/2(SUPP)","S/2004/934",7
"A/60/2(SUPP)","S/2004/582",6
"A/60/2(SUPP)","S/2004/924",5
"A/60/2(SUPP)","S/2005/251",5
"A/60/2(SUPP)","S/2005/351",5
"A/60/2(SUPP)","S/2004/808",4
"A/60/2(SUPP)","S/2005/30",4
"A/60/2(SUPP)","S/2005/363",4
"A/60/2(SUPP)","HIV/AIDS",3
"A/60/2(SUPP)","S/2004/604",3
"A/60/2(SUPP)","S/2004/873",3
"A/60/2(SUPP)","S/2004/955",3
"A/60/2(SUPP)","S/2005/153",3
"A/60/2(SUPP)","S/2005/172",3
"A/60/2(SUPP)","S/2005/212",3
"A/60/2(SUPP)","S/2005/215",3
"A/60/2(SUPP)","S/2005/302",3
"A/60/2(SUPP)","S/2005/386",3
"A/60/2(SUPP)","S/2005/427",3
"A/60/2(SUPP)","S/2005/5",3
"A/60/2(SUPP)","SPLM/A",3
"A/60/2(SUPP)","A/60/2",2
"A/60/2(SUPP)","S/2004/1019",2
"A/60/2(SUPP)","S/2004/679",2
"A/60/2(SUPP)","S/2004/693",2
"A/60/2(SUPP)","S/2004/695",2
"A/60/2(SUPP)","S/2004/752",2
"A/60/2(SUPP)","S/2004/764",2
"A/60/2(SUPP)","S/2004/797",2
"A/60/2(SUPP)","S/2004/891",2
"A/60/2(SUPP)","S/2004/978",2
"A/60/2(SUPP)","S/2005/129",2
"A/60/2(SUPP)","S/2005/16",2
"A/60/2(SUPP)","S/2005/176",2
"A/60/2(SUPP)","S/2005/303",2
"A/60/2(SUPP)","S/2005/323",2
"A/60/2(SUPP)","S/2005/360",2
"A/60/2(SUPP)","S/2005/429",2
"A/60/2(SUPP)","S/2005/436",2
"A/60/2(SUPP)","S/2005/470",2
"A/60/2(SUPP)","S/2005/474",2
"A/60/2(SUPP)","S/2005/475",2
"A/60/2(SUPP)","S/2005/476",2
"A/60/2(SUPP)","S/2005/72",2
"A/60/2(SUPP)","S/2005/76",2
"A/60/2(SUPP)","S/2005/83",2
"A/60/2(SUPP)","S/PRST/2004/29",2
"A/60/2(SUPP)","S/PRST/2004/30",2
